Beer Name (Full),Name,Brewery,Style_Main,Style_Sub,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Hair of the Dog Brewing Company / Brewery and Tasting Room Matt,Matt,Hair of the Dog Brewing Company / Brewery and Tasting Room,Strong Ale,American,11.5,40,100,8,40,54,13,87,34,0,50,8,36,70,4.551515,3.875758,4.172727,4.506061,4.30303,165
The Lost Abbey The Angel's Share - Brandy Barrel-Aged,The Angel's Share - Brandy Barrel-Aged,The Lost Abbey,Strong Ale,American,14.7,40,100,8,50,83,16,81,26,0,30,5,17,83,4.156331,3.368217,3.432817,3.975452,3.571059,387
Avery Brewing Company Ale To The Chief,Ale To The Chief,Avery Brewing Company,Strong Ale,American,8.75,40,100,16,57,23,82,93,67,1,81,116,8,107,4.097911,4.104439,4.0,4.084856,3.98564,383
Hair of the Dog Brewing Company / Brewery and Tasting Room Fred From The Wood,Fred From The Wood,Hair of the Dog Brewing Company / Brewery and Tasting Room,Strong Ale,American,10.0,40,100,12,58,39,26,108,24,1,46,18,49,82,4.210784,4.117647,4.171569,4.272059,4.039216,204
RJ Rockers Brewing Company Bell Ringer,Bell Ringer,RJ Rockers Brewing Company,Strong Ale,American,8.0,40,100,10,35,27,52,61,28,1,31,59,0,65,3.604895,3.800699,3.765734,3.762238,3.772727,143
Hair of the Dog Brewing Company / Brewery and Tasting Room Bourbon Fred From The Wood,Bourbon Fred From The Wood,Hair of the Dog Brewing Company / Brewery and Tasting Room,Strong Ale,American,12.0,40,100,12,59,91,24,144,29,0,47,9,27,158,4.162791,3.395349,3.383721,4.267442,3.848837,43
Lawson's Finest Liquids Maple Tripple Ale,Maple Tripple Ale,Lawson's Finest Liquids,Strong Ale,American,12.0,40,100,7,37,39,16,179,13,0,16,14,5,141,4.090909,3.909091,4.0,4.363636,4.181818,11
"Middle Ages Brewing Co., Ltd. Wailing Wench",Wailing Wench,"Middle Ages Brewing Co., Ltd.",Strong Ale,American,8.0,40,100,23,73,45,110,103,47,1,56,125,19,119,3.996689,4.17053,3.951987,3.993377,3.945364,302
Iron Horse Brewery Quilter's Irish Death,Quilter's Irish Death,Iron Horse Brewery,Strong Ale,American,7.8,40,100,10,59,21,24,46,4,0,6,13,6,71,3.583333,3.740741,3.796296,3.805556,3.87037,54
Long Trail Brewing Co. Triple Bag,Triple Bag,Long Trail Brewing Co.,Strong Ale,American,11.0,40,100,7,50,52,54,94,24,0,34,67,14,99,3.737179,3.801282,3.820513,3.852564,3.769231,78
Shmaltz Brewing Company He'Brew Origin Pomegranate Ale,He'Brew Origin Pomegranate Ale,Shmaltz Brewing Company,Strong Ale,American,8.0,40,100,12,32,33,57,96,61,0,102,62,1,76,3.57277,3.793427,3.546948,3.577465,3.544601,213
Cold Spring Brewing Co. John Henry 3 Lick Spiker Ale,John Henry 3 Lick Spiker Ale,Cold Spring Brewing Co.,Strong Ale,American,9.1,40,100,15,75,83,34,67,12,0,18,18,25,136,3.803738,3.724299,3.733645,3.724299,3.621495,107
Ballast Point Brewing Company Barmy Ale,Barmy,Ballast Point Brewing Company,Strong Ale,American,12.0,40,100,14,60,64,23,206,56,4,115,37,17,93,3.8125,3.875,3.8125,3.90625,3.75,16
Minhas Craft Brewery Boatswain H.L.V. Ale (Heavy Lift Vessel),Boatswain H.L.V. Ale (Heavy Lift Vessel),Minhas Craft Brewery,Strong Ale,American,7.0,40,100,6,19,23,39,42,13,0,22,49,7,37,3.666667,3.833333,3.5,4.166667,3.833333,3
Berkshire Brewing Company Inc. Raspberry Strong Ale,Raspberry Strong Ale,Berkshire Brewing Company Inc.,Strong Ale,American,9.0,40,100,14,34,27,13,147,55,0,97,14,4,55,3.853125,3.96875,3.790625,3.775,3.615625,160
10 Barrel Brewing Co. Pray For Snow,Pray For Snow,10 Barrel Brewing Co.,Strong Ale,American,7.0,40,100,8,66,33,65,84,31,0,47,81,26,154,3.333333,3.666667,3.666667,3.5,3.5,3
DuClaw Brewing Company Colossus,Colossus,DuClaw Brewing Company,Strong Ale,American,20.0,40,100,11,59,106,23,151,61,1,90,16,56,69,3.858974,3.846154,3.948718,4.038462,3.75641,39
FiftyFifty Brewing Co. BART,BART,FiftyFifty Brewing Co.,Strong Ale,American,12.0,40,100,6,83,62,38,96,22,0,24,19,27,129,4.142857,3.928571,4.142857,4.428571,4.285714,7
Keegan Ales Super Kitty,Super Kitty,Keegan Ales,Strong Ale,American,12.0,40,100,7,56,50,63,102,26,0,26,75,7,97,4.106383,4.031915,4.031915,4.180851,3.904255,47
Bières de Chimay S.A. Chimay Grande Réserve (Blue),Grande Réserve (Blue),Bières de Chimay S.A.,Strong Ale,Belgian Dark,9.0,25,50,4,38,27,8,65,13,0,40,5,9,45,4.196615,4.209059,4.242658,4.370582,4.248631,2009
Brasserie de Rochefort Trappistes Rochefort 8,Trappistes Rochefort 8,Brasserie de Rochefort,Strong Ale,Belgian Dark,9.2,25,50,10,44,28,18,125,34,0,68,15,28,88,4.246316,4.237988,4.244715,4.36419,4.232543,1561
Unibroue Trois Pistoles,Trois Pistoles,Unibroue,Strong Ale,Belgian Dark,9.0,25,50,6,47,25,29,88,35,1,87,20,33,74,4.142281,4.125,4.083813,4.264113,4.113191,1736
Dogfish Head Brewery Raison D'etre,Raison D'Être,Dogfish Head Brewery,Strong Ale,Belgian Dark,8.0,25,50,5,41,27,19,105,31,1,67,13,10,57,3.633216,3.752934,3.675763,3.700117,3.568075,1704
Brouwerij Van Steenberge N.V. Gulden Draak (Dark Triple),Gulden Draak,Brouwerij Van Steenberge N.V.,Strong Ale,Belgian Dark,10.5,25,50,4,46,28,14,102,41,0,62,16,22,75,4.121141,4.215622,4.120206,4.260524,4.049111,1069
Tröegs Brewing Company Tröegs Mad Elf,The Mad Elf,Tröegs Brewing Company,Strong Ale,Belgian Dark,11.0,25,50,10,35,30,24,71,16,0,57,19,20,53,3.879944,3.836158,3.798493,3.925612,3.816384,1062
North Coast Brewing Co. Brother Thelonious,Brother Thelonious,North Coast Brewing Co.,Strong Ale,Belgian Dark,9.4,25,50,4,29,29,13,69,22,1,49,8,24,48,3.833123,3.826169,3.731353,3.824273,3.735777,791
Brouwerij Huyghe Delirium Nocturnum,Delirium Nocturnum,Brouwerij Huyghe,Strong Ale,Belgian Dark,8.5,25,50,8,44,30,29,101,46,1,78,27,15,70,3.91624,4.072251,3.875959,3.955882,3.855499,782
Allagash Brewing Company Allagash Black,Black,Allagash Brewing Company,Strong Ale,Belgian Dark,7.5,25,50,9,95,18,69,83,17,0,28,35,9,144,3.882,4.094,3.96,4.078,4.047,500
Brouwerij Huyghe Delirium Noël,Delirium Noël (Christmas),Brouwerij Huyghe,Strong Ale,Belgian Dark,10.0,25,50,11,40,28,13,74,36,0,55,10,44,44,3.911029,3.888971,3.880147,3.960294,3.866912,680
Avery Brewing Company Collaboration Not Litigation Ale,Collaboration Not Litigation Ale,Avery Brewing Company,Strong Ale,Belgian Dark,8.72,25,50,10,49,24,11,101,21,0,51,17,39,61,3.924765,3.960815,3.927116,3.951411,3.883229,638
Dogfish Head Brewery Raison D'extra,Raison D'Extra,Dogfish Head Brewery,Strong Ale,Belgian Dark,15.0,25,50,6,52,58,22,168,40,1,116,20,18,81,4.035345,3.839655,3.927586,4.023276,3.598276,580
21st Amendment Brewery Monk's Blood,Monk's Blood,21st Amendment Brewery,Strong Ale,Belgian Dark,8.3,25,50,9,32,36,20,104,30,0,84,13,51,36,3.742588,3.892183,3.729111,3.78841,3.729111,371
Brooklyn Brewery Brooklyn Local 2,Local 2,Brooklyn Brewery,Strong Ale,Belgian Dark,9.0,25,50,13,48,40,12,146,51,0,100,19,13,75,3.979684,4.1614,3.925508,4.059819,4.021445,443
Brasserie d'Achouffe N'Ice Chouffe,N'Ice Chouffe,Brasserie d'Achouffe,Strong Ale,Belgian Dark,10.0,25,50,20,43,49,25,89,41,0,64,47,44,86,3.983503,4.063452,4.020305,4.129442,4.005076,394
Brouwerij Corsendonk Corsendonk Christmas Ale,Corsendonk Christmas Ale,Brouwerij Corsendonk,Strong Ale,Belgian Dark,8.1,25,50,8,47,16,22,89,25,0,66,26,40,75,4.061077,4.1853,4.068323,4.173913,4.095238,483
Russian River Brewing Company Salvation,Salvation,Russian River Brewing Company,Strong Ale,Belgian Dark,9.0,25,50,13,58,19,20,95,45,0,64,22,18,57,4.050667,4.206667,4.042667,4.137333,4.069333,375
Brasserie d'Achouffe McChouffe,McChouffe,Brasserie d'Achouffe,Strong Ale,Belgian Dark,8.0,25,50,13,52,25,15,100,33,0,58,31,45,88,3.857143,4.021205,3.90625,3.977679,3.967634,448
Unibroue 17 Grande Réserve,17 Grande Réserve,Unibroue,Strong Ale,Belgian Dark,10.0,25,50,6,66,28,14,127,40,0,78,11,50,83,4.227273,4.272727,4.181818,4.272727,4.272727,11
Brouwerij De Dolle Brouwers De Dolle Oerbier,Oerbier,Brouwerij De Dolle Brouwers,Strong Ale,Belgian Dark,9.0,25,50,12,36,47,16,114,47,0,88,21,24,58,4.126884,4.134422,4.075377,4.168342,4.036432,398
Jolly Pumpkin Artisan Ales Noel De Calabaza,Noel De Calabaza,Jolly Pumpkin Artisan Ales,Strong Ale,Belgian Dark,9.0,25,50,13,42,27,15,92,118,0,80,11,23,56,4.102524,4.082019,3.940063,4.105678,4.039432,317
AleSmith Brewing Company AleSmith Grand Cru Ale,Grand Cru,AleSmith Brewing Company,Strong Ale,Belgian Dark,10.0,25,50,15,57,32,16,136,37,0,83,14,33,88,4.073437,3.95,4.048438,4.160938,3.973438,320
The Lost Abbey 10 Commandments,10 Commandments,The Lost Abbey,Strong Ale,Belgian Dark,11.0,25,50,9,55,58,29,119,41,0,80,36,27,67,4.061017,3.986441,3.883051,3.986441,3.828814,295
Brasserie Caracole Nostradamus,Nostradamus,Brasserie Caracole,Strong Ale,Belgian Dark,9.0,25,50,6,39,48,6,72,30,0,68,4,14,47,4.005482,4.003289,3.992325,4.125,3.989035,456
Brouwerij Het Anker Gouden Carolus Classic,Gouden Carolus Classic,Brouwerij Het Anker,Strong Ale,Belgian Dark,8.5,25,50,10,60,40,24,127,23,2,81,26,30,92,4.085843,4.073795,4.070783,4.168675,4.034639,332
Brouwerij Het Anker Gouden Carolus Noël / Christmas,Gouden Carolus Noël / Christmas,Brouwerij Het Anker,Strong Ale,Belgian Dark,10.5,25,50,12,52,50,24,92,28,0,58,12,38,89,4.061151,4.05036,4.035971,4.061151,3.899281,417
Brasserie de l'Abbaye des Rocs s.a. Abbaye Des Rocs Grand Cru Belgian Special Brown,Abbaye Des Rocs Grand Cru Belgian Special Brown,Brasserie de l'Abbaye des Rocs s.a.,Strong Ale,Belgian Dark,9.0,25,50,13,59,22,16,130,53,0,79,16,27,79,4.231481,4.082305,4.148148,4.290123,4.140947,486
Kiuchi Brewery Hitachino Nest Extra High (XH),Hitachino Nest Extra High (XH),Kiuchi Brewery,Strong Ale,Belgian Dark,8.0,25,50,17,47,27,23,73,54,0,51,23,20,64,3.878623,3.903986,3.751812,3.775362,3.576087,276
Allagash Brewing Company Allagash Grand Cru,Grand Cru,Allagash Brewing Company,Strong Ale,Belgian Dark,7.2,25,50,8,55,42,19,119,63,1,91,29,64,70,4.062118,4.121181,4.0611,4.124236,4.08554,491
Brouwerij De Smedt / Brouwerij Affligem Affligem Noël,Affligem Noël,Brouwerij De Smedt / Brouwerij Affligem,Strong Ale,Belgian Dark,9.0,25,50,13,72,45,19,124,47,0,91,15,66,75,4.070968,4.101613,4.016129,4.145161,4.062903,310
Brasserie de l'Abbaye des Rocs s.a. Abbaye Des Rocs [Brasserie Des Rocs Brune],Abbaye Des Rocs [Brasserie Des Rocs Brune],Brasserie de l'Abbaye des Rocs s.a.,Strong Ale,Belgian Dark,9.0,25,50,10,45,28,17,92,21,1,53,18,18,72,4.261324,4.085366,4.165505,4.301394,4.228223,287
Brouwerij der St. Benedictusabdij de Achelse Achel Trappist Extra,Achel Trappist Extra,Brouwerij der St. Benedictusabdij de Achelse,Strong Ale,Belgian Dark,9.5,25,50,17,52,38,22,122,33,0,80,18,34,81,4.219653,4.242775,4.182081,4.367052,4.228324,173
Brasserie de l'Abbaye des Rocs s.a. Brasserie Des Rocs Triple Impériale,Brasserie Des Rocs Triple Impériale,Brasserie de l'Abbaye des Rocs s.a.,Strong Ale,Belgian Dark,10.0,25,50,6,31,29,32,101,37,1,63,36,33,65,4.265957,4.042553,4.170213,4.281155,4.144377,329
Green Flash Brewing Co. Green Flash Grand Cru,Green Flash Grand Cru,Green Flash Brewing Co.,Strong Ale,Belgian Dark,9.1,25,50,14,62,20,32,136,40,0,92,46,35,83,3.846457,3.893701,3.846457,3.783465,3.728346,127
Brouwerij Het Anker Gouden Carolus Ambrio,Gouden Carolus Ambrio,Brouwerij Het Anker,Strong Ale,Belgian Dark,8.0,25,50,11,32,50,24,80,37,1,49,27,25,58,3.846386,4.018072,3.831325,3.888554,3.861446,166
Brasserie St. Feuillien St. Feuillien Cuvée De Noël,St. Feuillien Cuvée De Noël,Brasserie St. Feuillien,Strong Ale,Belgian Dark,9.0,25,50,10,37,41,20,87,41,0,69,15,54,54,4.00495,4.012376,3.943069,4.037129,4.0,202
Brouwerij Van Steenberge N.V. Leute Bok,Leute Bok,Brouwerij Van Steenberge N.V.,Strong Ale,Belgian Dark,7.5,25,50,16,60,23,31,130,45,0,80,36,14,106,3.75,3.927966,3.741525,3.809322,3.817797,118
Brasserie Dupont sprl Moinette Brune,Moinette Brune,Brasserie Dupont sprl,Strong Ale,Belgian Dark,8.5,25,50,13,51,25,16,109,45,0,84,22,28,54,3.916667,3.936667,3.813333,3.856667,3.846667,150
Abbaye de Leffe S.A. Leffe Radieuse,Leffe Radieuse,Abbaye de Leffe S.A.,Strong Ale,Belgian Dark,8.2,25,50,6,41,37,17,87,32,0,60,24,19,53,3.775,3.920833,3.7125,3.7625,3.766667,120
Midnight Sun Brewing Co. Monk's Mistress,Monk's Mistress,Midnight Sun Brewing Co.,Strong Ale,Belgian Dark,11.5,25,50,19,61,39,19,124,52,0,89,9,26,93,4.071918,4.136986,3.996575,4.078767,4.010274,146
Captain Lawrence Brewing Co. Nor' Easter,Nor' Easter Winter Warmer,Captain Lawrence Brewing Co.,Strong Ale,Belgian Dark,12.0,25,50,20,60,79,7,104,71,0,73,14,27,92,4.17,4.0825,4.0675,4.195,4.025,200
Brouwerij Duvel Moortgat NV Duvel,Duvel,Brouwerij Duvel Moortgat NV,Strong Ale,Belgian Pale,8.5,20,40,19,31,35,41,41,52,1,61,49,31,27,4.151224,4.512857,4.257347,4.329592,4.342245,2450
Brouwerij Huyghe Delirium Tremens,Delirium Tremens,Brouwerij Huyghe,Strong Ale,Belgian Pale,8.5,20,40,20,21,33,16,44,43,0,56,28,34,24,4.039437,4.026056,3.990141,4.102817,4.034859,1420
Goose Island Beer Co. Matilda,Matilda,Goose Island Beer Co.,Strong Ale,Belgian Pale,7.0,20,40,17,23,9,18,59,71,1,63,25,49,47,3.944566,3.920966,3.906147,3.974204,3.924808,911
Russian River Brewing Company Damnation,Damnation,Russian River Brewing Company,Strong Ale,Belgian Pale,7.5,20,40,23,39,26,30,42,45,3,57,51,41,36,4.07033,4.102747,4.115385,4.156044,4.156044,910
North Coast Brewing Co. Pranqster,Pranqster,North Coast Brewing Co.,Strong Ale,Belgian Pale,7.6,20,40,11,23,11,8,45,34,1,32,16,21,32,3.917653,3.811144,3.907298,3.991617,3.975838,1014
Brasserie d'Achouffe La Chouffe,La Chouffe (Blonde),Brasserie d'Achouffe,Strong Ale,Belgian Pale,8.0,20,40,9,40,21,23,65,64,0,75,57,33,33,4.079085,4.138562,4.111111,4.19281,4.139216,765
Brouwerij Van Steenberge N.V. Piraat 9,Piraat,Brouwerij Van Steenberge N.V.,Strong Ale,Belgian Pale,10.5,20,40,13,48,40,23,111,58,6,82,23,34,86,3.666667,4.0,3.833333,4.333333,4.166667,3
Brooklyn Brewery Brooklyn Local 1,Local 1,Brooklyn Brewery,Strong Ale,Belgian Pale,9.0,20,40,21,30,50,27,80,55,0,64,36,28,47,4.036168,4.182107,4.050761,4.107868,4.071701,788
The Bruery Mischief,Mischief,The Bruery,Strong Ale,Belgian Pale,8.5,20,40,21,32,16,57,52,58,0,90,65,41,24,4.045994,4.096439,3.982196,4.045994,4.034125,337
Brouwerij Bosteels Pauwel Kwak,Kwak,Brouwerij Bosteels,Strong Ale,Belgian Pale,8.4,20,40,12,37,18,6,75,28,0,49,16,28,53,3.72069,3.84569,3.738793,3.743103,3.69569,580
Brewery Ommegang Gnomegang,Gnomegang,Brewery Ommegang,Strong Ale,Belgian Pale,9.5,20,40,13,27,34,25,53,40,0,47,41,32,27,4.061069,3.977099,4.101145,4.14313,4.066794,262
Brouwerij De Dolle Brouwers De Dolle Stille Nacht,Stille Nacht,Brouwerij De Dolle Brouwers,Strong Ale,Belgian Pale,12.0,20,40,11,41,52,16,108,74,1,95,22,49,38,4.126398,3.970917,4.016779,4.14877,3.864653,447
AleSmith Brewing Company AleSmith Horny Devil,Horny Devil,AleSmith Brewing Company,Strong Ale,Belgian Pale,10.0,20,40,15,19,32,9,72,48,1,63,29,37,33,3.991667,3.851667,3.901667,4.016667,3.911667,300
Allagash Brewing Company Allagash Confluence Ale,Confluence Ale,Allagash Brewing Company,Strong Ale,Belgian Pale,7.5,20,40,23,38,16,40,45,100,2,73,58,17,46,4.106557,4.114754,3.934426,3.994536,4.021858,183
New England Brewing Co. 668 The Neighbor Of The Beast,668 Neighbor Of The Beast,New England Brewing Co.,Strong Ale,Belgian Pale,7.8,20,40,12,49,18,18,57,46,3,67,36,42,53,3.938053,4.013274,3.951327,3.969027,3.915929,113
Bierbrouwerij De Koningshoeven B.V. La Trappe Isid'or,La Trappe Isid'or,Bierbrouwerij De Koningshoeven B.V.,Strong Ale,Belgian Pale,7.5,20,40,14,47,19,25,117,33,0,64,45,29,69,3.916201,4.019553,3.927374,4.01676,3.988827,179
The Lost Abbey Inferno Ale,Inferno Ale,The Lost Abbey,Strong Ale,Belgian Pale,8.5,20,40,26,41,37,24,58,65,0,90,42,37,36,3.95229,4.141221,3.98855,4.015267,4.017176,262
Kiuchi Brewery Hitachino Nest Red Rice Ale,Hitachino Nest Red Rice Ale,Kiuchi Brewery,Strong Ale,Belgian Pale,7.0,20,40,20,27,23,8,68,41,1,62,20,21,59,3.508803,3.797535,3.573944,3.610915,3.544014,284
Dogfish Head Brewery Faithfull Ale,Faithfull Ale,Dogfish Head Brewery,Strong Ale,Belgian Pale,7.0,20,40,24,48,26,33,94,74,2,103,43,19,47,3.289286,3.632143,3.460714,3.278571,3.3,140
Great Divide Brewing Company Hades Ale,Hades Ale,Great Divide Brewing Company,Strong Ale,Belgian Pale,7.8,20,40,23,48,51,54,83,86,1,105,65,60,54,3.647929,3.556213,3.600592,3.64497,3.723373,338
Brouwerij De Dolle Brouwers De Dolle Arabier,Arabier,Brouwerij De Dolle Brouwers,Strong Ale,Belgian Pale,8.0,20,40,32,37,27,52,71,67,1,76,68,55,34,4.092453,4.166038,3.981132,4.045283,3.94717,265
De Proefbrouwerij (bvba Andelot) Reinaert Flemish Wild Ale,Reinaert Flemish Wild AleDe Proefbrouwerij (bvba Andelot),De Proefbrouwerij (bvba Andelot),Strong Ale,Belgian Pale,9.0,20,40,22,26,13,11,55,105,0,67,20,11,23,3.938272,3.954733,3.825103,3.880658,3.804527,243
Flying Fish Brewing Company Grand Cru Winter Reserve,Grand Cru Winter Reserve,Flying Fish Brewing Company,Strong Ale,Belgian Pale,7.2,20,40,10,23,15,15,54,28,1,36,19,24,27,3.723077,3.64359,3.710256,3.748718,3.692308,195
Brasserie Dupont sprl Moinette Blond,Moinette Blond,Brasserie Dupont sprl,Strong Ale,Belgian Pale,8.5,20,40,29,44,31,29,90,64,3,92,62,48,71,4.100733,4.261905,4.102564,4.181319,4.095238,273
Brouwerij Het Anker Lucifer,Lucifer,Brouwerij Het Anker,Strong Ale,Belgian Pale,8.0,20,40,10,24,28,28,70,43,1,42,29,15,31,3.776119,4.029851,3.768657,3.791045,3.843284,67
Brouwerij De Dolle Brouwers De Dolle Bos Keun,Boskeun,Brouwerij De Dolle Brouwers,Strong Ale,Belgian Pale,10.0,20,40,12,48,41,19,80,54,0,64,37,26,41,4.147679,4.094937,4.027426,4.175105,4.046414,237
Allagash Brewing Company Allagash Victoria Ale,Victoria Ale,Allagash Brewing Company,Strong Ale,Belgian Pale,9.0,20,40,16,30,16,14,83,43,1,72,21,19,19,3.90678,3.970339,3.974576,3.957627,3.940678,118
Allagash Brewing Company Allagash Victor Ale,Victor Ale,Allagash Brewing Company,Strong Ale,Belgian Pale,9.0,20,40,24,35,12,16,109,64,1,78,26,15,39,3.865079,3.924603,3.960317,3.884921,3.813492,126
North Coast Brewing Co. Grand Cru,Grand Cru,North Coast Brewing Co.,Strong Ale,Belgian Pale,12.9,20,40,21,37,96,5,130,71,0,119,0,35,70,3.477011,3.649425,3.304598,3.333333,3.275862,87
Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA) Belzebuth,BelzebuthBrasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),Strong Ale,Belgian Pale,13.0,20,40,6,20,67,10,70,28,1,32,14,7,50,3.473498,3.634276,3.482332,3.45583,3.189046,283
Mikkeller ApS It's Alive!,It's Alive!,Mikkeller ApS,Strong Ale,Belgian Pale,8.0,20,40,30,33,11,33,97,118,0,84,53,8,37,3.888889,3.944444,3.680556,3.652778,3.663194,144
Brouwerij De Landtsheer NV Malheur 10°,Malheur 10°,Brouwerij De Landtsheer NV,Strong Ale,Belgian Pale,10.0,20,40,18,38,28,16,68,56,1,79,24,25,34,3.970588,4.026961,3.985294,4.051471,4.007353,204
Brasserie Lefèbvre SA Barbãr (Belgian Honey Ale),Barbãr (Belgian Honey Ale),Brasserie Lefèbvre SA,Strong Ale,Belgian Pale,8.0,20,40,13,25,23,19,84,21,1,22,41,13,84,3.8,3.859259,3.751852,3.833333,3.788889,135
Nebraska Brewing Company Melange A Trois Reserve Series Aged In French Oak Chardonnay Barrels,Melange A Trois - Reserve Series Aged In French Oak Chardonnay Barrels,Nebraska Brewing Company,Strong Ale,Belgian Pale,11.3,20,40,31,56,22,19,73,95,2,103,31,37,38,4.177083,4.302083,4.114583,4.177083,4.229167,48
Brouwerij Huyghe La Guillotine,La Guillotine,Brouwerij Huyghe,Strong Ale,Belgian Pale,8.5,20,40,15,36,39,32,61,51,5,61,49,20,46,3.904762,3.801587,3.825397,3.97619,3.825397,63
Southampton Publick House Southampton Grand Cru,Southampton Grand Cru,Southampton Publick House,Strong Ale,Belgian Pale,9.5,20,40,15,49,61,22,115,82,0,103,46,79,45,4.230769,4.218531,4.23951,4.344406,4.20979,286
Brouwerij van Hoegaarden Hoegaarden Grand Cru,Hoegaarden Grand Cru,Brouwerij van Hoegaarden,Strong Ale,Belgian Pale,8.5,20,40,13,36,49,10,46,58,0,70,20,55,35,4.023669,3.934911,4.008876,3.988166,3.95858,169
Three Floyds Brewing Co. & Brewpub Alpha Kong,Alpha Kong,Three Floyds Brewing Co. & Brewpub,Strong Ale,Belgian Pale,10.5,20,40,10,40,39,28,63,37,0,53,46,71,36,4.090909,3.981818,3.940909,4.140909,3.795455,110
Brasserie St. Feuillien St. Feuillien Grand Cru,St. Feuillien Grand Cru,Brasserie St. Feuillien,Strong Ale,Belgian Pale,9.5,20,40,21,26,18,25,74,48,2,48,46,13,50,4.0,4.125,4.125,4.0,4.125,4
Unibroue La Seigneuriale,Seigneuriale,Unibroue,Strong Ale,Belgian Pale,7.5,20,40,22,33,27,33,91,61,1,85,48,68,62,3.951754,3.927632,3.868421,3.901316,3.846491,228
Alltech’s Lexington Brewing and Distilling Co. Kentucky Bourbon Barrel Ale,Kentucky Bourbon Barrel Ale,Alltech’s Lexington Brewing and Distilling Co.,Strong Ale,English,8.19,40,60,9,40,88,25,49,10,2,13,21,23,128,3.802147,3.584356,3.541411,3.687117,3.610429,326
Dogfish Head Brewery Immort Ale,Immort Ale,Dogfish Head Brewery,Strong Ale,English,11.0,40,60,11,60,41,18,126,24,0,42,21,62,91,3.896723,3.928997,3.936445,3.928997,3.667329,1007
Fuller Smith & Turner PLC Fuller's 1845,Fuller's 1845,Fuller Smith & Turner PLC,Strong Ale,English,6.3,40,60,16,63,25,50,81,36,0,41,58,11,136,3.993808,4.201238,4.087461,4.171827,4.089783,646
Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Yorkshire Stingo,Yorkshire StingoSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Strong Ale,English,8.0,40,60,12,57,46,25,92,44,0,74,16,28,75,4.090753,3.984589,4.023973,4.114726,4.006849,292
Lake Placid Craft Brewing Company Ubu Ale,Ubu Ale,Lake Placid Craft Brewing Company,Strong Ale,English,7.0,40,60,7,58,19,34,73,11,2,13,33,4,93,3.587121,3.886364,3.751894,3.789773,3.820076,264
D.L. Geary Brewing Company Geary's Hampshire Special Ale,Geary's Hampshire Special Ale,D.L. Geary Brewing Company,Strong Ale,English,7.0,40,60,10,53,52,59,72,20,0,39,62,3,110,3.865753,3.878082,3.943836,4.016438,3.982192,365
Wychwood Brewery Company Ltd King Goblin,King Goblin,Wychwood Brewery Company Ltd,Strong Ale,English,6.6,40,60,6,34,33,29,73,25,0,34,34,10,87,3.719512,3.97561,3.810976,3.841463,3.810976,82
"Adnams plc, Sole Bay Brewery Adnams Broadside",Adnams Broadside,"Adnams plc, Sole Bay Brewery",Strong Ale,English,6.3,40,60,4,46,27,32,72,28,0,47,34,14,80,3.721053,4.015789,3.821053,3.978947,3.931579,95
Coopers Brewery Limited Coopers Extra Strong Vintage Ale,Extra Strong Vintage Ale,Coopers Brewery Limited,Strong Ale,English,7.5,40,60,17,55,31,37,83,43,1,53,40,9,80,3.625,3.544922,3.582031,3.689453,3.619141,256
Greene King / Morland Brewery Hen's Tooth,Hen's Tooth,Greene King / Morland Brewery,Strong Ale,English,6.5,40,60,17,52,23,33,59,23,0,28,46,5,82,3.218605,3.809302,3.453488,3.393023,3.355814,215
Black Sheep Brewery PLC Riggwelter Yorkshire Ale,Riggwelter Yorkshire Ale,Black Sheep Brewery PLC,Strong Ale,English,5.7,40,60,27,69,28,74,96,39,1,46,62,22,140,3.826087,4.033597,3.766798,3.883399,3.865613,253
Ridgeway Brewing Insanely Bad Elf,Insanely Bad Elf Imperial Red Ale,Ridgeway Brewing,Strong Ale,English,11.2,40,60,8,42,71,37,95,46,0,85,49,11,87,3.45098,3.513072,3.480392,3.424837,3.284314,153
Greene King / Morland Brewery Old Crafty Hen,Old Crafty Hen,Greene King / Morland Brewery,Strong Ale,English,6.5,40,60,16,42,36,42,97,47,0,77,67,17,114,3.833333,4.125,3.833333,3.708333,3.75,12
Ridgeway Brewing Seriously Bad Elf,Seriously Bad Elf,Ridgeway Brewing,Strong Ale,English,9.0,40,60,9,45,81,28,122,54,1,64,49,22,108,3.355372,3.669421,3.466942,3.338843,3.297521,121
J.W. Lees & Co (Brewers) Ltd Manchester Star Ale,Manchester Star AleJ.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd,Strong Ale,English,7.3,40,60,12,82,40,69,119,39,0,50,59,15,116,3.859551,3.932584,3.848315,3.983146,3.882022,89
